pathogen,antibiotic,resistance_level,collection_date,location
E. coli,Gentamicin,High,2021-12-29,Chapmantown
Campylobacter,Gentamicin,Medium,2024-04-03,Port Amandaview
Salmonella,Norfloxacin,High,2020-05-10,South Teresa
Campylobacter,Erythromycin,Medium,2023-01-10,West Josephburgh
Campylobacter,Levofloxacin,Medium,2022-12-20,West Tim
E. coli,Erythromycin,Medium,2024-09-08,Karaton
Campylobacter,Levofloxacin,Low,2021-10-03,North Tracy
E. coli,Gentamicin,High,2021-10-27,New Richardville
Salmonella,Nitrofurantoin,Medium,2024-01-12,South Rebeccamouth
Salmonella,Levofloxacin,Low,2022-10-29,Port Brandi
Campylobacter,Doxycycline,Low,2020-05-03,Butlerview
E. coli,Erythromycin,High,2020-08-08,Johnsonport
Salmonella,Amoxicillin,Low,2020-11-01,North Michellechester
Campylobacter,Norfloxacin,Medium,2020-02-21,East Andrew
Salmonella,Levofloxacin,Low,2022-10-18,Elizabethhaven
Salmonella,Amoxicillin,Medium,2022-12-03,Kelleyside
Campylobacter,Ciprofloxacin,Low,2024-05-07,Lake Teresamouth
Salmonella,Norfloxacin,Medium,2021-01-30,North Edwin
Salmonella,Nitrofurantoin,Medium,2023-09-25,Port Stevenside
Campylobacter,Ceftriaxone,Low,2022-12-10,Lake Sharon
Salmonella,Erythromycin,Low,2022-11-08,Onealberg
E. coli,Nitrofurantoin,Low,2022-11-15,Marcland
Campylobacter,Trimethoprim,High,2024-07-14,North Jonathan
Salmonella,Gentamicin,Low,2022-04-23,Lake Brian
E. coli,Gentamicin,Low,2021-11-19,Amandaburgh
Salmonella,Ceftriaxone,Medium,2023-05-07,South Thomasstad
Salmonella,Norfloxacin,High,2023-10-22,Lake Richard
E. coli,Nitrofurantoin,Low,2023-03-28,New Carlos
E. coli,Levofloxacin,High,2023-04-25,Jamesmouth
E. coli,Ciprofloxacin,Low,2023-04-23,East Victorton
E. coli,Doxycycline,Low,2022-11-08,West Jeffrey
Salmonella,Levofloxacin,High,2020-12-23,Port Stephenborough
Salmonella,Azithromycin,Medium,2022-10-22,Lake Melanie
Campylobacter,Trimethoprim,High,2020-01-24,West Laura
Campylobacter,Ceftriaxone,Low,2021-04-22,Lake Edward
E. coli,Ciprofloxacin,Low,2020-03-28,North Thomasfurt
E. coli,Amoxicillin,High,2022-12-23,Port Josechester
E. coli,Amoxicillin,Low,2022-03-03,North Jean
Campylobacter,Chloramphenicol,Medium,2022-10-29,Port Joshuahaven
Campylobacter,Ceftriaxone,Medium,2024-01-08,Amberborough
Campylobacter,Erythromycin,High,2022-10-06,New Renee
Campylobacter,Chloramphenicol,High,2024-09-28,East Angelabury
Campylobacter,Gentamicin,Medium,2023-02-14,Port Christina
Salmonella,Amoxicillin,Low,2024-09-22,Kennedymouth
Salmonella,Gentamicin,Low,2023-07-20,Whiteberg
Campylobacter,Norfloxacin,Low,2023-09-24,New Angela
Salmonella,Doxycycline,High,2021-07-19,Port Colinstad
Campylobacter,Doxycycline,Low,2021-04-01,West Kendra
Salmonella,Gentamicin,Low,2022-09-15,East Sarahbury
E. coli,Azithromycin,Medium,2023-05-03,Lake Annaborough
E. coli,Nitrofurantoin,Medium,2020-11-09,Reneebury
Salmonella,Doxycycline,Low,2021-09-10,South David
Campylobacter,Trimethoprim,Low,2023-01-13,Madisonstad
E. coli,Doxycycline,High,2021-02-20,New Robin
E. coli,Trimethoprim,High,2022-10-26,Carloschester
Salmonella,Doxycycline,Medium,2024-07-26,Bradleytown
E. coli,Erythromycin,High,2022-09-06,Port Joyce
E. coli,Ciprofloxacin,High,2020-04-10,Port Thomas
E. coli,Azithromycin,Low,2022-04-20,Lauraview
Salmonella,Chloramphenicol,Low,2021-09-26,Port Sandraberg
Salmonella,Doxycycline,Medium,2023-03-24,East Brooke
Salmonella,Doxycycline,Low,2022-12-15,Gateshaven
E. coli,Amoxicillin,Low,2020-11-24,Richardport
E. coli,Amoxicillin,High,2020-10-02,South Allen
E. coli,Ceftriaxone,High,2024-08-01,New Brianport
Campylobacter,Levofloxacin,High,2024-07-22,South Allenmouth
Campylobacter,Ciprofloxacin,High,2022-12-28,West Antonio
Campylobacter,Chloramphenicol,Low,2020-08-10,Laurenside
E. coli,Ceftriaxone,Medium,2024-05-11,Port Georgefurt
Campylobacter,Levofloxacin,Medium,2022-06-20,East Michelleside
Campylobacter,Ciprofloxacin,Medium,2020-07-07,Michealberg
Campylobacter,Nitrofurantoin,Low,2020-12-19,New Joshuamouth
Campylobacter,Azithromycin,High,2020-10-11,Cynthiaport
Campylobacter,Azithromycin,Low,2022-10-27,New Coreyshire
E. coli,Norfloxacin,Low,2022-01-17,Jacksonfurt
Salmonella,Trimethoprim,High,2022-02-12,New Ricardoland
Campylobacter,Ceftriaxone,Medium,2023-03-30,Weberstad
Salmonella,Doxycycline,High,2024-11-01,Juanside
Salmonella,Azithromycin,Medium,2023-03-24,Brownport
Campylobacter,Norfloxacin,Medium,2024-04-18,Port Lesliechester
Campylobacter,Doxycycline,High,2020-11-12,New Jamesland
Campylobacter,Trimethoprim,High,2024-02-23,North Curtis
Campylobacter,Chloramphenicol,Medium,2023-09-10,Scottfort
Salmonella,Levofloxacin,Low,2024-04-05,New Christopherbury
E. coli,Ceftriaxone,Medium,2022-06-18,West Frank
Campylobacter,Chloramphenicol,High,2020-02-04,Williamborough
Campylobacter,Azithromycin,Medium,2021-04-17,West Daltonview
Salmonella,Ceftriaxone,Low,2023-12-04,Port Marychester
Salmonella,Trimethoprim,Low,2020-06-28,Port Brian
Campylobacter,Levofloxacin,High,2020-06-19,Lake Holly
E. coli,Ciprofloxacin,Medium,2022-11-12,Donnatown
E. coli,Doxycycline,High,2021-04-24,Smithberg
Campylobacter,Ciprofloxacin,Low,2024-10-31,Jamesborough
Salmonella,Trimethoprim,Low,2020-02-19,North Nicoleland
E. coli,Azithromycin,Medium,2021-11-14,South Bryce
E. coli,Trimethoprim,Low,2020-07-16,Sandramouth
Salmonella,Levofloxacin,Low,2023-01-08,Danielfurt
E. coli,Ceftriaxone,Low,2024-06-01,New Omartown
E. coli,Erythromycin,High,2022-06-17,South Anna
Campylobacter,Levofloxacin,Low,2023-10-05,New Paul
Campylobacter,Doxycycline,Medium,2024-02-04,Bensonshire
Salmonella,Azithromycin,Medium,2022-08-22,Cynthiaton
Salmonella,Erythromycin,Low,2021-05-05,Janiceland
Campylobacter,Chloramphenicol,High,2021-07-31,Davidside
Salmonella,Doxycycline,Medium,2023-05-27,Moorechester
Salmonella,Nitrofurantoin,High,2024-04-15,North Michaelside
E. coli,Nitrofurantoin,Medium,2021-06-29,Andreafort
Campylobacter,Ceftriaxone,Low,2024-09-21,Gillville
Salmonella,Chloramphenicol,Medium,2020-09-05,Marioton
E. coli,Ceftriaxone,High,2024-02-26,Phillipsburgh
Campylobacter,Gentamicin,Medium,2024-08-22,Port Michael
Campylobacter,Gentamicin,Medium,2024-09-23,Port Royside
E. coli,Levofloxacin,High,2023-10-24,West Samantha
Salmonella,Nitrofurantoin,High,2020-12-12,Lake Stacie
E. coli,Nitrofurantoin,High,2021-06-26,Russellton
E. coli,Doxycycline,Low,2020-09-19,East Christopherchester
E. coli,Ciprofloxacin,Medium,2021-05-23,New Michael
Salmonella,Ceftriaxone,High,2024-02-06,North Karenport
Salmonella,Ciprofloxacin,Medium,2023-12-29,North Joshuashire
E. coli,Amoxicillin,Medium,2021-10-28,West Kim
E. coli,Erythromycin,Medium,2024-01-16,Julieport
Salmonella,Gentamicin,Low,2021-07-10,Lopezport
E. coli,Doxycycline,Low,2021-04-18,West Anthonyside
Salmonella,Doxycycline,Low,2023-05-09,Cordovaview
Salmonella,Levofloxacin,Low,2023-06-01,Lake Patrick
E. coli,Erythromycin,Low,2024-11-12,East Karaville
Salmonella,Ceftriaxone,High,2021-11-20,Schwartzland
Campylobacter,Azithromycin,Low,2023-08-18,Erikamouth
Campylobacter,Ciprofloxacin,Low,2021-07-07,Howardland
E. coli,Norfloxacin,Low,2023-10-06,West Sean
E. coli,Ciprofloxacin,Low,2020-02-29,Conniefort
Salmonella,Trimethoprim,High,2024-05-06,Blankenshipburgh
E. coli,Nitrofurantoin,High,2020-10-28,Lake Ashleyberg
Salmonella,Gentamicin,High,2020-02-24,Lake Emilyhaven
E. coli,Doxycycline,High,2020-07-25,Michellestad
Campylobacter,Norfloxacin,Low,2022-08-16,Traviston
Salmonella,Gentamicin,High,2023-01-07,Port Kristina
Salmonella,Chloramphenicol,Low,2022-02-06,Troyberg
Salmonella,Doxycycline,High,2021-07-27,East Alicialand
Salmonella,Ceftriaxone,High,2021-01-06,West Marisaborough
Campylobacter,Trimethoprim,Medium,2023-08-03,Smithside
Salmonella,Chloramphenicol,Low,2024-06-23,South Daniel
Campylobacter,Gentamicin,Low,2020-11-23,Quinnport
Campylobacter,Gentamicin,Medium,2021-06-22,Howardborough
Campylobacter,Erythromycin,Medium,2022-08-02,Christophermouth
E. coli,Doxycycline,Medium,2022-05-27,New Jayborough
Salmonella,Levofloxacin,Low,2024-04-12,Howeberg
Salmonella,Nitrofurantoin,Medium,2020-02-08,Lake Daniel
Salmonella,Norfloxacin,Low,2024-05-24,South Lesliemouth
Campylobacter,Gentamicin,Low,2022-06-17,Wilsonborough
Campylobacter,Gentamicin,High,2022-11-27,Lewisbury
Campylobacter,Gentamicin,Low,2021-08-19,Derekberg
E. coli,Trimethoprim,Medium,2022-05-06,Briannastad
E. coli,Norfloxacin,High,2022-09-05,Atkinsonmouth
Salmonella,Doxycycline,Medium,2022-03-11,Port Antoniostad
Salmonella,Doxycycline,High,2022-01-04,Christianstad
Campylobacter,Ceftriaxone,Low,2024-02-06,Wheelerburgh
E. coli,Ciprofloxacin,High,2024-01-18,Michaelton
Campylobacter,Ceftriaxone,Low,2023-02-27,East Angelaton
Campylobacter,Chloramphenicol,High,2023-05-06,New Jacob
Campylobacter,Gentamicin,Low,2023-06-07,Lake Anthonyburgh
Campylobacter,Ceftriaxone,Low,2020-04-24,Shannonfort
Campylobacter,Azithromycin,High,2021-11-07,South Matthewport
Campylobacter,Amoxicillin,Medium,2020-06-20,Taylormouth
Campylobacter,Trimethoprim,High,2022-10-18,Davidtown
Campylobacter,Amoxicillin,High,2021-11-21,Wardville
Salmonella,Levofloxacin,Low,2023-12-01,Johnsonchester
Campylobacter,Ciprofloxacin,Medium,2020-11-10,New Sara
E. coli,Doxycycline,Medium,2023-05-11,Duncanchester
E. coli,Gentamicin,Low,2023-04-12,New Wendybury
Salmonella,Amoxicillin,Low,2021-11-05,South Michael
Campylobacter,Gentamicin,Medium,2021-08-01,Thompsonstad
Campylobacter,Amoxicillin,High,2023-10-23,Davidstad
Salmonella,Nitrofurantoin,Medium,2022-01-27,Allisonstad
Campylobacter,Azithromycin,Low,2023-01-22,Port Arthur
E. coli,Amoxicillin,Low,2020-03-26,New Michelechester
E. coli,Erythromycin,High,2022-06-26,Silvafort
Salmonella,Trimethoprim,High,2024-03-31,New Tina
Salmonella,Levofloxacin,Medium,2024-02-09,Lake Elizabeth
E. coli,Amoxicillin,Low,2021-09-29,Smithport
Campylobacter,Ciprofloxacin,Medium,2020-03-18,Willisville
Campylobacter,Levofloxacin,Low,2021-05-09,Wellsfurt
Salmonella,Gentamicin,High,2022-11-16,New Lisa
E. coli,Erythromycin,Low,2021-11-27,South Sarahmouth
E. coli,Ciprofloxacin,Medium,2020-05-30,Frankton
Salmonella,Gentamicin,Medium,2024-01-15,West Alyssachester
Salmonella,Trimethoprim,High,2023-03-23,South Walter
Salmonella,Amoxicillin,Low,2024-06-30,West Raymondview
Campylobacter,Nitrofurantoin,Low,2022-02-02,Watsonshire
Salmonella,Azithromycin,Medium,2021-07-24,North James
Salmonella,Erythromycin,High,2020-11-18,Troymouth
Campylobacter,Gentamicin,Medium,2024-07-04,Sierraside
E. coli,Azithromycin,High,2022-01-31,New Danielshire
Salmonella,Doxycycline,High,2022-02-16,Hernandezfurt
Salmonella,Doxycycline,High,2021-04-10,Susanside
Salmonella,Erythromycin,Medium,2024-08-21,Brownburgh
Campylobacter,Doxycycline,Medium,2023-06-18,New Leetown
E. coli,Amoxicillin,Low,2023-06-04,Samuelmouth
Salmonella,Trimethoprim,Medium,2023-05-04,Danielside
Campylobacter,Trimethoprim,Medium,2024-04-19,South Brandon
Campylobacter,Azithromycin,High,2021-10-28,Port Garyberg
Campylobacter,Erythromycin,High,2024-04-10,Jontown
Campylobacter,Norfloxacin,High,2020-02-21,North Mitchellborough
Campylobacter,Ciprofloxacin,High,2021-06-11,Edwardsport
Campylobacter,Amoxicillin,Medium,2020-09-25,Sarahtown
E. coli,Ciprofloxacin,Medium,2022-04-24,Lake Briantown
E. coli,Gentamicin,Medium,2022-10-16,New Ryan
E. coli,Norfloxacin,High,2020-04-24,Brandishire
E. coli,Doxycycline,Low,2024-07-16,New Robertville
Salmonella,Norfloxacin,High,2021-08-04,East Cherylfort
Campylobacter,Ciprofloxacin,High,2023-08-27,Lake James
Campylobacter,Amoxicillin,High,2021-05-27,Clarkfurt
Campylobacter,Ciprofloxacin,Medium,2023-03-21,Carlaberg
Campylobacter,Nitrofurantoin,High,2020-03-13,Michaeltown
Campylobacter,Nitrofurantoin,Medium,2022-04-24,Phelpston
E. coli,Ceftriaxone,Medium,2022-09-15,North Jonathanstad
E. coli,Nitrofurantoin,Low,2023-07-06,Lake Sherriport
E. coli,Doxycycline,Medium,2020-12-04,Jeremyburgh
E. coli,Azithromycin,Low,2021-09-12,Tarachester
E. coli,Doxycycline,Low,2023-03-16,Markshire
Salmonella,Chloramphenicol,Medium,2022-06-13,Hallborough
E. coli,Norfloxacin,High,2022-03-17,Estesport
Salmonella,Doxycycline,Medium,2022-08-18,Gonzalesborough
E. coli,Ciprofloxacin,Low,2023-07-04,North Jason
Salmonella,Gentamicin,High,2023-07-01,Lake Michael
Salmonella,Gentamicin,Low,2021-07-26,Port Anthonyburgh
E. coli,Trimethoprim,Medium,2024-09-02,East Kevin
E. coli,Trimethoprim,Medium,2021-04-22,Lake Matthewborough
Campylobacter,Nitrofurantoin,Medium,2024-11-10,Maryhaven
E. coli,Azithromycin,Low,2023-09-15,East Kyletown
Campylobacter,Chloramphenicol,Medium,2024-01-19,Whitakerport
Salmonella,Ciprofloxacin,High,2024-06-03,Yvonnemouth
Salmonella,Amoxicillin,Medium,2024-07-18,North Jacquelineland
Salmonella,Erythromycin,Low,2020-04-29,North Jasonview
E. coli,Levofloxacin,High,2024-06-10,Lake Todd
Salmonella,Ceftriaxone,Low,2024-06-05,Stephanieborough
Salmonella,Ceftriaxone,Medium,2021-05-17,South Lisaview
Salmonella,Nitrofurantoin,Low,2020-12-29,Gonzalesshire
Salmonella,Ciprofloxacin,Low,2020-03-09,Lake Wandaborough
Campylobacter,Doxycycline,Low,2020-10-13,East Sarah
Campylobacter,Chloramphenicol,High,2022-01-23,North David
E. coli,Norfloxacin,Medium,2021-01-22,North Melissatown
Campylobacter,Doxycycline,High,2024-03-03,Port Pamela
Campylobacter,Nitrofurantoin,Low,2020-06-23,Alexandershire
Salmonella,Nitrofurantoin,Medium,2021-04-11,Carlosmouth
Salmonella,Amoxicillin,High,2024-01-24,Wilkinston
E. coli,Azithromycin,High,2021-11-02,Perezberg
E. coli,Chloramphenicol,Medium,2023-04-22,East Kara
Campylobacter,Chloramphenicol,Medium,2024-05-15,New Sarah
E. coli,Amoxicillin,Medium,2023-11-23,Robinsonburgh
Salmonella,Ciprofloxacin,Medium,2020-06-27,North Davidport
E. coli,Nitrofurantoin,High,2022-06-05,South Joseph
E. coli,Norfloxacin,Medium,2024-03-29,South Allison
Salmonella,Trimethoprim,Medium,2021-06-22,Elizabethberg
Salmonella,Ceftriaxone,High,2024-11-06,Kirbymouth
Campylobacter,Ciprofloxacin,Low,2020-02-03,South Amber
E. coli,Ciprofloxacin,Low,2020-11-08,Port Lawrence
E. coli,Nitrofurantoin,High,2021-03-06,Lake Jessicaport
Salmonella,Amoxicillin,Medium,2023-11-06,Taylorberg
Campylobacter,Doxycycline,Low,2022-11-14,Port Lauren
Salmonella,Levofloxacin,High,2021-05-16,Matthewfurt
Campylobacter,Levofloxacin,Medium,2024-02-05,Carterfurt
Salmonella,Amoxicillin,Medium,2020-08-09,Mannshire
Campylobacter,Nitrofurantoin,Low,2024-02-24,Klineburgh
Campylobacter,Azithromycin,High,2021-11-29,Jeffreyside
Salmonella,Ciprofloxacin,Medium,2020-11-20,South Douglasberg
Salmonella,Azithromycin,Low,2024-03-09,Lake Nancy
Campylobacter,Norfloxacin,Medium,2024-09-19,Port Jacobberg
Campylobacter,Ceftriaxone,Low,2022-01-25,Jenniferfurt
Salmonella,Doxycycline,Medium,2024-08-19,Port Ashley
Campylobacter,Ciprofloxacin,High,2021-03-12,Taylorville
Salmonella,Levofloxacin,Low,2023-03-06,New Kelly
Salmonella,Ciprofloxacin,Medium,2020-02-15,Fosterport
Campylobacter,Azithromycin,Medium,2022-04-28,Danielmouth
Campylobacter,Erythromycin,High,2024-03-26,Wisebury
E. coli,Trimethoprim,Low,2023-06-18,North Joannaville
E. coli,Gentamicin,Low,2020-01-31,North Josefort
Campylobacter,Azithromycin,High,2024-11-09,North Wendyhaven
Salmonella,Amoxicillin,High,2020-12-01,West William
Salmonella,Chloramphenicol,High,2021-12-14,New Annchester
Campylobacter,Chloramphenicol,Medium,2020-10-15,South Christineside
Campylobacter,Norfloxacin,Low,2023-05-27,Lake Robertstad
Salmonella,Erythromycin,Low,2020-04-07,Stevenbury
Campylobacter,Erythromycin,Low,2022-04-21,South Williamton
E. coli,Doxycycline,Low,2021-03-10,West Kristen
Campylobacter,Norfloxacin,Low,2020-09-06,North Matthewfort
E. coli,Chloramphenicol,Low,2020-05-08,Port Angelica
Salmonella,Erythromycin,High,2020-09-04,Andersonstad
Salmonella,Chloramphenicol,High,2023-02-26,Bradleymouth
Salmonella,Amoxicillin,Medium,2024-06-24,Port Samantha
Salmonella,Levofloxacin,Medium,2024-06-04,Jaredmouth
Campylobacter,Ceftriaxone,High,2021-03-18,South Rebecca
E. coli,Chloramphenicol,Low,2020-02-25,New Veronicaville
Campylobacter,Chloramphenicol,Medium,2021-04-20,South Nancyborough
E. coli,Doxycycline,Medium,2023-12-25,West Jenniferstad
E. coli,Ciprofloxacin,Low,2024-02-27,Lake Masonside
Salmonella,Erythromycin,Medium,2024-02-24,South Stacey
E. coli,Chloramphenicol,Low,2023-11-15,New Michael
E. coli,Levofloxacin,Low,2024-08-03,Cathymouth
E. coli,Doxycycline,High,2021-11-22,Lake Amy
Campylobacter,Erythromycin,High,2020-08-15,Perezmouth
Salmonella,Amoxicillin,Medium,2023-02-12,Port Robertamouth
Salmonella,Norfloxacin,High,2022-01-10,Samanthachester
Campylobacter,Erythromycin,Medium,2023-05-30,Nicholaschester
E. coli,Gentamicin,High,2023-12-13,East Thomaston
Salmonella,Norfloxacin,High,2024-03-15,Carolineburgh
E. coli,Doxycycline,Medium,2022-07-21,Mejiaburgh
E. coli,Amoxicillin,High,2021-09-07,Lake Alexandria
Campylobacter,Trimethoprim,Medium,2020-04-12,Reynoldsburgh
Salmonella,Norfloxacin,High,2022-05-23,Barbaraton
Campylobacter,Levofloxacin,Low,2024-02-07,Stevefurt
Campylobacter,Doxycycline,High,2022-02-23,Ramseyborough
Campylobacter,Amoxicillin,Medium,2020-05-25,Lake Ashleymouth
Salmonella,Ceftriaxone,Low,2023-06-05,New Madison
Campylobacter,Ciprofloxacin,Low,2022-03-22,South Jerrytown
Campylobacter,Levofloxacin,Low,2023-07-31,East Savannah
E. coli,Chloramphenicol,Medium,2022-01-18,Sanchezfurt
Campylobacter,Ceftriaxone,High,2022-11-16,Sarahfurt
E. coli,Trimethoprim,Medium,2022-11-21,West Miranda
Campylobacter,Ciprofloxacin,High,2023-10-11,Johnstad
E. coli,Erythromycin,Medium,2023-06-15,Williamsbury
E. coli,Chloramphenicol,Low,2024-09-23,Markland
Campylobacter,Trimethoprim,Medium,2020-08-21,Port Charleston
E. coli,Norfloxacin,Medium,2023-09-19,South Dianetown
Salmonella,Azithromycin,Medium,2023-08-16,Wilsonmouth
E. coli,Amoxicillin,Medium,2020-10-23,Wagnerborough
Campylobacter,Ciprofloxacin,Low,2023-02-28,Catherineburgh
Salmonella,Gentamicin,High,2024-11-07,Dunnburgh
Campylobacter,Gentamicin,Medium,2024-01-29,North Janet
Campylobacter,Ceftriaxone,Low,2020-05-31,East Sarah
Campylobacter,Trimethoprim,Medium,2024-08-14,Julieborough
Campylobacter,Erythromycin,Low,2021-05-22,Lopezmouth
Campylobacter,Doxycycline,Low,2022-10-13,Lake Kristinehaven
E. coli,Trimethoprim,High,2020-03-19,Amyshire
Campylobacter,Chloramphenicol,Medium,2024-06-28,South William
Salmonella,Ceftriaxone,Medium,2024-01-21,Lake Valeriefurt
Campylobacter,Trimethoprim,Medium,2020-08-30,South Michaelfort
Salmonella,Nitrofurantoin,Medium,2020-10-10,Leeberg
E. coli,Norfloxacin,Medium,2020-05-05,Lake Arthurborough
Salmonella,Azithromycin,High,2023-03-24,West Michelleland
Salmonella,Amoxicillin,Low,2024-05-26,Biancafort
E. coli,Trimethoprim,Low,2021-03-14,East Donald
E. coli,Azithromycin,Medium,2023-02-14,North Carolyn
Salmonella,Ceftriaxone,High,2024-03-21,Vasquezfurt
Campylobacter,Ceftriaxone,Low,2023-12-20,East Kyleton
Campylobacter,Doxycycline,Medium,2022-03-30,Emmamouth
Campylobacter,Erythromycin,Low,2020-06-26,West Tinaside
Campylobacter,Norfloxacin,Low,2023-11-18,North Morgan
E. coli,Ceftriaxone,Low,2021-02-08,Davisfurt
Salmonella,Norfloxacin,Low,2023-01-28,New Deanborough
Salmonella,Nitrofurantoin,Medium,2020-01-18,Taramouth
Campylobacter,Trimethoprim,Medium,2021-03-07,Robertchester
Salmonella,Gentamicin,Low,2022-09-07,Jeremiahland
Campylobacter,Chloramphenicol,Low,2020-08-23,Lake William
Campylobacter,Gentamicin,Low,2020-02-22,Port Michael
E. coli,Norfloxacin,High,2021-10-20,Port Vanessaside
E. coli,Trimethoprim,High,2022-10-09,West Nathan
Salmonella,Ciprofloxacin,Low,2020-09-23,Port Keithport
Salmonella,Amoxicillin,High,2022-03-07,Port Tommy
E. coli,Trimethoprim,Low,2023-08-13,West Andre
Campylobacter,Erythromycin,High,2023-06-13,Floresmouth
Campylobacter,Ceftriaxone,Low,2024-08-05,South Dawnfurt
Campylobacter,Trimethoprim,Low,2024-10-26,Reeveshaven
Campylobacter,Norfloxacin,High,2020-04-13,South Crystal
Campylobacter,Ceftriaxone,Low,2020-01-05,Stephanieburgh
Campylobacter,Doxycycline,High,2024-08-26,Shannonburgh
Salmonella,Doxycycline,Medium,2023-04-12,Sydneyview
E. coli,Nitrofurantoin,Medium,2023-09-03,Morganmouth
E. coli,Erythromycin,Low,2021-01-17,North Alexander
Salmonella,Nitrofurantoin,High,2024-06-19,Phillipsmouth
E. coli,Ceftriaxone,Medium,2021-01-12,Lake Andrewport
E. coli,Chloramphenicol,Medium,2022-03-23,Jacobborough
Salmonella,Levofloxacin,High,2024-04-10,Port Scottfurt
E. coli,Amoxicillin,High,2020-11-16,North Sylviamouth
Salmonella,Trimethoprim,Low,2021-01-30,North Betty
E. coli,Azithromycin,Low,2023-03-28,Boydberg
Salmonella,Gentamicin,Low,2023-12-15,West Donnastad
Campylobacter,Ceftriaxone,Medium,2022-07-09,West Andreashire
